cbsa_code,cluster,cluster_text,cluster_key_traits,cluster_candidate_name_1,cluster_candidate_name_2,cluster_candidate_name_3,coarse_cluster_final_name,cluster_description,cluster_tradeoffs,sub_cluster,sub_cluster_text,sub_cluster_key_traits,sub_cluster_candidate_name_1,sub_cluster_candidate_name_2,sub_cluster_candidate_name_3,cluster_final_name,sub_cluster_description,sub_cluster_tradeoffs
11860,4,Warmer / More diverse,SomeOtherRace_B02001: higher vs avg (3.048e+04 vs 2.397e+04) | TwoOrMoreRaces_B02001: higher vs avg (4.413e+04 vs 3.8e+04) | AsianAlone_B02001: lower vs avg (9770 vs 2.059e+04) | BlackAlone_B02001: higher vs avg (4.322e+04 vs 4.264e+04) | violent_crime_count: higher vs avg (946.3 vs 885.9),Young Frontier Growth Metros,Boomtown Starter Cities,Younger Work-First Metros,Young Frontier Metros,Younger-leaning metros with a more work-first economic footprint (including resource-linked areas) and somewhat higher safety volatility.,"Energy and youth skew, but less stability/amenity polish and potentially higher crime risk.",11,Lower violent crime / Weak population growth,water_area_sqmi: higher vs avg (198 vs 135.7) | water_area_m2: higher vs avg (5.129e+08 vs 3.514e+08) | annual_snowfall: lower vs avg (4.648 vs 9.316) | age_22_34_share: higher vs avg (12.73 vs 9.324) | population_growth: lower vs avg (-0.05182 vs 0.01364),Safe but Slow Metros,Quiet Stability Markets,Low-Crime Slow-Growth Cities,Safe but Slow Metros,Lower-crime metros that aren’t growing quickly.,Stability over dynamism; fewer breakout opportunities.
11900,4,Warmer / More diverse,SomeOtherRace_B02001: higher vs avg (3.048e+04 vs 2.397e+04) | TwoOrMoreRaces_B02001: higher vs avg (4.413e+04 vs 3.8e+04) | AsianAlone_B02001: lower vs avg (9770 vs 2.059e+04) | BlackAlone_B02001: higher vs avg (4.322e+04 vs 4.264e+04) | violent_crime_count: higher vs avg (946.3 vs 885.9),Young Frontier Growth Metros,Boomtown Starter Cities,Younger Work-First Metros,Young Frontier Metros,Younger-leaning metros with a more work-first economic footprint (including resource-linked areas) and somewhat higher safety volatility.,"Energy and youth skew, but less stability/amenity polish and potentially higher crime risk.",11,Lower violent crime / Weak population growth,water_area_sqmi: higher vs avg (198 vs 135.7) | water_area_m2: higher vs avg (5.129e+08 vs 3.514e+08) | annual_snowfall: lower vs avg (4.648 vs 9.316) | age_22_34_share: higher vs avg (12.73 vs 9.324) | population_growth: lower vs avg (-0.05182 vs 0.01364),Safe but Slow Metros,Quiet Stability Markets,Low-Crime Slow-Growth Cities,Safe but Slow Metros,Lower-crime metros that aren’t growing quickly.,Stability over dynamism; fewer breakout opportunities.
11940,3,Lower poverty / Lower-income,stroke_share: higher vs avg (4.639 vs 3.862) | poverty_rate: higher vs avg (19.46 vs 14.67) | diabetes_share: higher vs avg (15.61 vs 12.94) | AmericanIndianAlaskaNative_B02001: lower vs avg (1491 vs 2641) | physical_inactivity_share: higher vs avg (32.46 vs 27.47),Struggling Health-Burdened Metros,Hardship & Health Challenge Cities,Underserved Recovery Regions,Hardship & Health Challenge Metros,Metros that stand out for higher poverty and multiple adverse health indicators—places where affordability may exist but outcomes lag.,"Lower cost potential, but weaker public-health profile and often fewer high-opportunity signals.",9,Less diverse / Lower-income,annual_snowfall: lower vs avg (6.173 vs 9.316) | arthritis_share: higher vs avg (35.28 vs 28.49) | coronary_heart_disease_share: higher vs avg (9.036 vs 7.237) | current_smoking_share: higher vs avg (19.2 vs 15.34) | stroke_share: higher vs avg (4.63 vs 3.862),Lower-Income Homogeneous Metros,Small-Market Traditions,Budget Traditional Hubs,Budget Traditional Hubs,Metros that skew less diverse and lower income vs average.,Lower costs may exist; fewer big-city network effects.
11980,0,Expensive housing / High-rent,water_area_sqmi: higher vs avg (309.3 vs 135.7) | water_area_m2: higher vs avg (8.01e+08 vs 3.514e+08) | NativeHawaiianPacificIslander_B02001: lower vs avg (632.9 vs 659) | TwoOrMoreRaces_B02001: higher vs avg (3.867e+04 vs 3.8e+04) | IndustryFinanceRealEstate_C24050: lower vs avg (1.071e+04 vs 1.115e+04),Affluent Retirement Growth Metros,High-Cost Lifestyle Hubs,Upscale Sun-Seeker Enclaves,Affluent Retirement Growth Metros,"Older-leaning metros with above-average home values and rents, often with a lifestyle/leisure tilt and solid recent growth.",High cost of living; less starter-city friendly.,18,Fast job growth / Car-dependent,job_growth: higher vs avg (0.05782 vs 0.02067) | population_growth: higher vs avg (0.04108 vs 0.01364) | stroke_share: higher vs avg (4.288 vs 3.862) | age_65_plus_share: higher vs avg (23.14 vs 20.81) | median_home_value_growth: higher vs avg (0.3751 vs 0.3121),Growing Older-Skew Metros,Booming but Aging Cities,Expansion-Phase Heartland,Booming but Aging Cities,Growing metros that still skew older and show some health-burden signals.,Growth upside; health profile not as strong.
12020,2,More walkable / High-rent,AsianAlone_B02001: higher vs avg (9.435e+04 vs 2.059e+04) | SomeOtherRace_B02001: higher vs avg (8.914e+04 vs 2.397e+04) | Construction_C24010: higher vs avg (1.971e+04 vs 4565) | NativeHawaiianPacificIslander_B02001: higher vs avg (2590 vs 659) | IndustryInformation_C24050: higher vs avg (1.283e+04 vs 3138),Pricey Walkable City Centers,Urban Amenity Hotspots,High-Rent Walkable Hubs,Pricey Walkable City Centers,"Dense, high-amenity, walkable metros with elevated rents and home values (often in snowier regions).",Higher costs; less space per dollar.,4,More walkable / High-rent,SomeOtherRace_B02001: higher vs avg (1.36e+05 vs 2.397e+04) | AsianAlone_B02001: higher vs avg (7.085e+04 vs 2.059e+04) | NativeHawaiianPacificIslander_B02001: higher vs avg (2787 vs 659) | TwoOrMoreRaces_B02001: higher vs avg (1.851e+05 vs 3.8e+04) | AmericanIndianAlaskaNative_B02001: higher vs avg (1.356e+04 vs 2641),Young Urban Rent Hotspots,Starter-Career City Hubs,Youthful Walkable Metros,Starter-Career City Hubs,"Young-skewing metros that feel career-starter friendly—walkable, active, but pricier.",High rent; can feel competitive.
12060,2,More walkable / High-rent,AsianAlone_B02001: higher vs avg (9.435e+04 vs 2.059e+04) | SomeOtherRace_B02001: higher vs avg (8.914e+04 vs 2.397e+04) | Construction_C24010: higher vs avg (1.971e+04 vs 4565) | NativeHawaiianPacificIslander_B02001: higher vs avg (2590 vs 659) | IndustryInformation_C24050: higher vs avg (1.283e+04 vs 3138),Pricey Walkable City Centers,Urban Amenity Hotspots,High-Rent Walkable Hubs,Pricey Walkable City Centers,"Dense, high-amenity, walkable metros with elevated rents and home values (often in snowier regions).",Higher costs; less space per dollar.,16,Denser / High-rent,AsianAlone_B02001: higher vs avg (2.067e+05 vs 2.059e+04) | NativeHawaiianPacificIslander_B02001: higher vs avg (7027 vs 659) | SomeOtherRace_B02001: higher vs avg (1.862e+05 vs 2.397e+04) | IndustryInformation_C24050: higher vs avg (2.495e+04 vs 3138) | Construction_C24010: higher vs avg (3.458e+04 vs 4565),Elite Urban Job Centers,High-Income High-Rent Capitals,Top-Tier Career Cities,Top-Tier Career Cities,"Dense, expensive, high-income metros with strong professional job mix.",Cost and competition; less space.
12100,0,Expensive housing / High-rent,water_area_sqmi: higher vs avg (309.3 vs 135.7) | water_area_m2: higher vs avg (8.01e+08 vs 3.514e+08) | NativeHawaiianPacificIslander_B02001: lower vs avg (632.9 vs 659) | TwoOrMoreRaces_B02001: higher vs avg (3.867e+04 vs 3.8e+04) | IndustryFinanceRealEstate_C24050: lower vs avg (1.071e+04 vs 1.115e+04),Affluent Retirement Growth Metros,High-Cost Lifestyle Hubs,Upscale Sun-Seeker Enclaves,Affluent Retirement Growth Metros,"Older-leaning metros with above-average home values and rents, often with a lifestyle/leisure tilt and solid recent growth.",High cost of living; less starter-city friendly.,12,Denser / High-rent,water_area_sqmi: higher vs avg (806.3 vs 135.7) | water_area_m2: higher vs avg (2.088e+09 vs 3.514e+08) | TwoOrMoreRaces_B02001: higher vs avg (1.492e+05 vs 3.8e+04) | NativeHawaiianPacificIslander_B02001: higher vs avg (1746 vs 659) | IndustryFinanceRealEstate_C24050: higher vs avg (3.556e+04 vs 1.115e+04),Dense High-Rent Cores,Compact Costly Cities,Transit-Lean Rent Markets,Compact Costly Cities,Dense metros where rent is a defining feature.,Cost vs access.
12140,1,Less diverse / Cooler,annual_snowfall: higher vs avg (19.93 vs 9.316) | water_area_sqmi: lower vs avg (98.3 vs 135.7) | water_area_m2: lower vs avg (2.546e+08 vs 3.514e+08) | industry_manufacturing_share: higher vs avg (17.22 vs 12.75) | temp_seasonality: higher vs avg (49.23 vs 41.41),Snowbelt Factory Towns,Cold-Weather Manufacturing Metros,Seasonal Rust-Belt Hubs,Snowbelt Manufacturing Hubs,"Cold, highly seasonal metros with heavier manufacturing presence—classic snowbelt profiles.",Tough winters; amenities can be more limited than warmer/coastal metros.,14,Snowier / Less diverse,annual_snowfall: higher vs avg (25.6 vs 9.316) | industry_manufacturing_share: higher vs avg (22.12 vs 12.75) | water_area_sqmi: lower vs avg (62.41 vs 135.7) | water_area_m2: lower vs avg (1.616e+08 vs 3.514e+08) | snow_binary: higher vs avg (0.6667 vs 0.2727),Hard-Winter Factory Towns,Old-School Snowbelt Industry,Snowbelt Blue-Collar Strongholds,Snowbelt Blue-Collar Strongholds,"Cold, manufacturing-heavy snowbelt metros with lower diversity and fewer leisure-economy signals.",Winter + fewer lifestyle amenities; often more affordable.
12180,1,Less diverse / Cooler,annual_snowfall: higher vs avg (19.93 vs 9.316) | water_area_sqmi: lower vs avg (98.3 vs 135.7) | water_area_m2: lower vs avg (2.546e+08 vs 3.514e+08) | industry_manufacturing_share: higher vs avg (17.22 vs 12.75) | temp_seasonality: higher vs avg (49.23 vs 41.41),Snowbelt Factory Towns,Cold-Weather Manufacturing Metros,Seasonal Rust-Belt Hubs,Snowbelt Manufacturing Hubs,"Cold, highly seasonal metros with heavier manufacturing presence—classic snowbelt profiles.",Tough winters; amenities can be more limited than warmer/coastal metros.,14,Snowier / Less diverse,annual_snowfall: higher vs avg (25.6 vs 9.316) | industry_manufacturing_share: higher vs avg (22.12 vs 12.75) | water_area_sqmi: lower vs avg (62.41 vs 135.7) | water_area_m2: lower vs avg (1.616e+08 vs 3.514e+08) | snow_binary: higher vs avg (0.6667 vs 0.2727),Hard-Winter Factory Towns,Old-School Snowbelt Industry,Snowbelt Blue-Collar Strongholds,Snowbelt Blue-Collar Strongholds,"Cold, manufacturing-heavy snowbelt metros with lower diversity and fewer leisure-economy signals.",Winter + fewer lifestyle amenities; often more affordable.
12220,4,Warmer / More diverse,SomeOtherRace_B02001: higher vs avg (3.048e+04 vs 2.397e+04) | TwoOrMoreRaces_B02001: higher vs avg (4.413e+04 vs 3.8e+04) | AsianAlone_B02001: lower vs avg (9770 vs 2.059e+04) | BlackAlone_B02001: higher vs avg (4.322e+04 vs 4.264e+04) | violent_crime_count: higher vs avg (946.3 vs 885.9),Young Frontier Growth Metros,Boomtown Starter Cities,Younger Work-First Metros,Young Frontier Metros,Younger-leaning metros with a more work-first economic footprint (including resource-linked areas) and somewhat higher safety volatility.,"Energy and youth skew, but less stability/amenity polish and potentially higher crime risk.",4,More walkable / High-rent,SomeOtherRace_B02001: higher vs avg (1.36e+05 vs 2.397e+04) | AsianAlone_B02001: higher vs avg (7.085e+04 vs 2.059e+04) | NativeHawaiianPacificIslander_B02001: higher vs avg (2787 vs 659) | TwoOrMoreRaces_B02001: higher vs avg (1.851e+05 vs 3.8e+04) | AmericanIndianAlaskaNative_B02001: higher vs avg (1.356e+04 vs 2641),Young Urban Rent Hotspots,Starter-Career City Hubs,Youthful Walkable Metros,Starter-Career City Hubs,"Young-skewing metros that feel career-starter friendly—walkable, active, but pricier.",High rent; can feel competitive.
12260,4,Warmer / More diverse,SomeOtherRace_B02001: higher vs avg (3.048e+04 vs 2.397e+04) | TwoOrMoreRaces_B02001: higher vs avg (4.413e+04 vs 3.8e+04) | AsianAlone_B02001: lower vs avg (9770 vs 2.059e+04) | BlackAlone_B02001: higher vs avg (4.322e+04 vs 4.264e+04) | violent_crime_count: higher vs avg (946.3 vs 885.9),Young Frontier Growth Metros,Boomtown Starter Cities,Younger Work-First Metros,Young Frontier Metros,Younger-leaning metros with a more work-first economic footprint (including resource-linked areas) and somewhat higher safety volatility.,"Energy and youth skew, but less stability/amenity polish and potentially higher crime risk.",6,High-rent / Denser,NativeHawaiianPacificIslander_B02001: higher vs avg (861.1 vs 659) | SomeOtherRace_B02001: higher vs avg (2.63e+04 vs 2.397e+04) | BlackAlone_B02001: higher vs avg (5.398e+04 vs 4.264e+04) | TwoOrMoreRaces_B02001: higher vs avg (4.234e+04 vs 3.8e+04) | ServiceOccupations_C24010: lower vs avg (4205 vs 4576),High-Rent Dense Metros,Apartment-Heavy City Markets,Rent-First Urban Hubs,Rent-First Urban Hubs,Dense metros where rent runs high relative to the national baseline.,Less space per dollar; cost.
12300,1,Less diverse / Cooler,annual_snowfall: higher vs avg (19.93 vs 9.316) | water_area_sqmi: lower vs avg (98.3 vs 135.7) | water_area_m2: lower vs avg (2.546e+08 vs 3.514e+08) | industry_manufacturing_share: higher vs avg (17.22 vs 12.75) | temp_seasonality: higher vs avg (49.23 vs 41.41),Snowbelt Factory Towns,Cold-Weather Manufacturing Metros,Seasonal Rust-Belt Hubs,Snowbelt Manufacturing Hubs,"Cold, highly seasonal metros with heavier manufacturing presence—classic snowbelt profiles.",Tough winters; amenities can be more limited than warmer/coastal metros.,17,Cooler / Less diverse,annual_snowfall: higher vs avg (23.83 vs 9.316) | water_area_sqmi: higher vs avg (183.5 vs 135.7) | water_area_m2: higher vs avg (4.754e+08 vs 3.514e+08) | age_65_plus_share: higher vs avg (24.96 vs 20.81) | MedianAge_B01002: higher vs avg (44.7 vs 39.81),Older Snowbelt Settlers,Cold-Climate Retirement Towns,Snowy Mature Markets,Snowy Mature Markets,Snowbelt metros with an older age profile and somewhat better obesity outcomes.,Winter; slower youth/career churn.
12380,1,Less diverse / Cooler,annual_snowfall: higher vs avg (19.93 vs 9.316) | water_area_sqmi: lower vs avg (98.3 vs 135.7) | water_area_m2: lower vs avg (2.546e+08 vs 3.514e+08) | industry_manufacturing_share: higher vs avg (17.22 vs 12.75) | temp_seasonality: higher vs avg (49.23 vs 41.41),Snowbelt Factory Towns,Cold-Weather Manufacturing Metros,Seasonal Rust-Belt Hubs,Snowbelt Manufacturing Hubs,"Cold, highly seasonal metros with heavier manufacturing presence—classic snowbelt profiles.",Tough winters; amenities can be more limited than warmer/coastal metros.,8,Snowier / Higher unemployment,annual_snowfall: higher vs avg (49.15 vs 9.316) | water_area_sqmi: lower vs avg (129.4 vs 135.7) | water_area_m2: lower vs avg (3.352e+08 vs 3.514e+08) | binge_drinking_share: higher vs avg (18.62 vs 15.87) | temp_seasonality: higher vs avg (53.7 vs 41.41),Snowy Job-Tight Markets,Cold-Weather Strugglers,Winter Work Squeeze Metros,Winter Work Squeeze Metros,Snow-heavy metros with weaker job conditions.,Job market risk; winter burden.
12420,2,More walkable / High-rent,AsianAlone_B02001: higher vs avg (9.435e+04 vs 2.059e+04) | SomeOtherRace_B02001: higher vs avg (8.914e+04 vs 2.397e+04) | Construction_C24010: higher vs avg (1.971e+04 vs 4565) | NativeHawaiianPacificIslander_B02001: higher vs avg (2590 vs 659) | IndustryInformation_C24050: higher vs avg (1.283e+04 vs 3138),Pricey Walkable City Centers,Urban Amenity Hotspots,High-Rent Walkable Hubs,Pricey Walkable City Centers,"Dense, high-amenity, walkable metros with elevated rents and home values (often in snowier regions).",Higher costs; less space per dollar.,16,Denser / High-rent,AsianAlone_B02001: higher vs avg (2.067e+05 vs 2.059e+04) | NativeHawaiianPacificIslander_B02001: higher vs avg (7027 vs 659) | SomeOtherRace_B02001: higher vs avg (1.862e+05 vs 2.397e+04) | IndustryInformation_C24050: higher vs avg (2.495e+04 vs 3138) | Construction_C24010: higher vs avg (3.458e+04 vs 4565),Elite Urban Job Centers,High-Income High-Rent Capitals,Top-Tier Career Cities,Top-Tier Career Cities,"Dense, expensive, high-income metros with strong professional job mix.",Cost and competition; less space.
12460,3,Lower poverty / Lower-income,stroke_share: higher vs avg (4.639 vs 3.862) | poverty_rate: higher vs avg (19.46 vs 14.67) | diabetes_share: higher vs avg (15.61 vs 12.94) | AmericanIndianAlaskaNative_B02001: lower vs avg (1491 vs 2641) | physical_inactivity_share: higher vs avg (32.46 vs 27.47),Struggling Health-Burdened Metros,Hardship & Health Challenge Cities,Underserved Recovery Regions,Hardship & Health Challenge Metros,Metros that stand out for higher poverty and multiple adverse health indicators—places where affordability may exist but outcomes lag.,"Lower cost potential, but weaker public-health profile and often fewer high-opportunity signals.",13,Warmer / Lower poverty,BlackAlone_B02001: lower vs avg (3.402e+04 vs 4.264e+04) | water_area_sqmi: lower vs avg (116.3 vs 135.7) | water_area_m2: lower vs avg (3.012e+08 vs 3.514e+08) | poverty_rate: higher vs avg (22.19 vs 14.67) | job_growth: higher vs avg (0.08637 vs 0.02067),Warm Comfort Metros,Sunbelt Sweet-Spot Cities,Warm & Doing-Well Hubs,Sunbelt Sweet-Spot Cities,Warmer metros with better poverty outcomes.,Some may be car-dependent; housing can be trending up.
12520,0,Expensive housing / High-rent,water_area_sqmi: higher vs avg (309.3 vs 135.7) | water_area_m2: higher vs avg (8.01e+08 vs 3.514e+08) | NativeHawaiianPacificIslander_B02001: lower vs avg (632.9 vs 659) | TwoOrMoreRaces_B02001: higher vs avg (3.867e+04 vs 3.8e+04) | IndustryFinanceRealEstate_C24050: lower vs avg (1.071e+04 vs 1.115e+04),Affluent Retirement Growth Metros,High-Cost Lifestyle Hubs,Upscale Sun-Seeker Enclaves,Affluent Retirement Growth Metros,"Older-leaning metros with above-average home values and rents, often with a lifestyle/leisure tilt and solid recent growth.",High cost of living; less starter-city friendly.,18,Fast job growth / Car-dependent,job_growth: higher vs avg (0.05782 vs 0.02067) | population_growth: higher vs avg (0.04108 vs 0.01364) | stroke_share: higher vs avg (4.288 vs 3.862) | age_65_plus_share: higher vs avg (23.14 vs 20.81) | median_home_value_growth: higher vs avg (0.3751 vs 0.3121),Growing Older-Skew Metros,Booming but Aging Cities,Expansion-Phase Heartland,Booming but Aging Cities,Growing metros that still skew older and show some health-burden signals.,Growth upside; health profile not as strong.
12540,4,Warmer / More diverse,SomeOtherRace_B02001: higher vs avg (3.048e+04 vs 2.397e+04) | TwoOrMoreRaces_B02001: higher vs avg (4.413e+04 vs 3.8e+04) | AsianAlone_B02001: lower vs avg (9770 vs 2.059e+04) | BlackAlone_B02001: higher vs avg (4.322e+04 vs 4.264e+04) | violent_crime_count: higher vs avg (946.3 vs 885.9),Young Frontier Growth Metros,Boomtown Starter Cities,Younger Work-First Metros,Young Frontier Metros,Younger-leaning metros with a more work-first economic footprint (including resource-linked areas) and somewhat higher safety volatility.,"Energy and youth skew, but less stability/amenity polish and potentially higher crime risk.",7,Lower unemployment / Warmer,SomeOtherRace_B02001: higher vs avg (3.511e+04 vs 2.397e+04) | TwoOrMoreRaces_B02001: higher vs avg (6.776e+04 vs 3.8e+04) | IndustryAgForestryMining_C24050: higher vs avg (5847 vs 2215) | NativeHawaiianPacificIslander_B02001: lower vs avg (427.4 vs 659) | age_22_34_share: higher vs avg (12.15 vs 9.324),Warm Job-Secure Metros,Sunbelt Stability Cities,Low-Unemployment Warm Hubs,Sunbelt Stability Cities,Warmer metros with notably better unemployment profiles.,May trade walkability for sprawl depending on metro.
12580,2,More walkable / High-rent,AsianAlone_B02001: higher vs avg (9.435e+04 vs 2.059e+04) | SomeOtherRace_B02001: higher vs avg (8.914e+04 vs 2.397e+04) | Construction_C24010: higher vs avg (1.971e+04 vs 4565) | NativeHawaiianPacificIslander_B02001: higher vs avg (2590 vs 659) | IndustryInformation_C24050: higher vs avg (1.283e+04 vs 3138),Pricey Walkable City Centers,Urban Amenity Hotspots,High-Rent Walkable Hubs,Pricey Walkable City Centers,"Dense, high-amenity, walkable metros with elevated rents and home values (often in snowier regions).",Higher costs; less space per dollar.,16,Denser / High-rent,AsianAlone_B02001: higher vs avg (2.067e+05 vs 2.059e+04) | NativeHawaiianPacificIslander_B02001: higher vs avg (7027 vs 659) | SomeOtherRace_B02001: higher vs avg (1.862e+05 vs 2.397e+04) | IndustryInformation_C24050: higher vs avg (2.495e+04 vs 3138) | Construction_C24010: higher vs avg (3.458e+04 vs 4565),Elite Urban Job Centers,High-Income High-Rent Capitals,Top-Tier Career Cities,Top-Tier Career Cities,"Dense, expensive, high-income metros with strong professional job mix.",Cost and competition; less space.
12620,1,Less diverse / Cooler,annual_snowfall: higher vs avg (19.93 vs 9.316) | water_area_sqmi: lower vs avg (98.3 vs 135.7) | water_area_m2: lower vs avg (2.546e+08 vs 3.514e+08) | industry_manufacturing_share: higher vs avg (17.22 vs 12.75) | temp_seasonality: higher vs avg (49.23 vs 41.41),Snowbelt Factory Towns,Cold-Weather Manufacturing Metros,Seasonal Rust-Belt Hubs,Snowbelt Manufacturing Hubs,"Cold, highly seasonal metros with heavier manufacturing presence—classic snowbelt profiles.",Tough winters; amenities can be more limited than warmer/coastal metros.,20,Less diverse / Higher unemployment,annual_snowfall: higher vs avg (10.73 vs 9.316) | temp_seasonality: higher vs avg (48.76 vs 41.41) | jan_avg_temp: lower vs avg (24.54 vs 34.76) | industry_ag_forestry_mining_share: higher vs avg (3.877 vs 3.419) | cluster: lower vs avg (1 vs 2.039),Cold-Season Worktowns,Seasonal Recreation & Work Metros,Snow-Season Blue-Collar Mix,Cold-Season Worktowns,Seasonal metros with colder winters and a work-oriented mix.,Winter + lifestyle-health risk signals.
12660,1,Less diverse / Cooler,annual_snowfall: higher vs avg (19.93 vs 9.316) | water_area_sqmi: lower vs avg (98.3 vs 135.7) | water_area_m2: lower vs avg (2.546e+08 vs 3.514e+08) | industry_manufacturing_share: higher vs avg (17.22 vs 12.75) | temp_seasonality: higher vs avg (49.23 vs 41.41),Snowbelt Factory Towns,Cold-Weather Manufacturing Metros,Seasonal Rust-Belt Hubs,Snowbelt Manufacturing Hubs,"Cold, highly seasonal metros with heavier manufacturing presence—classic snowbelt profiles.",Tough winters; amenities can be more limited than warmer/coastal metros.,17,Cooler / Less diverse,annual_snowfall: higher vs avg (23.83 vs 9.316) | water_area_sqmi: higher vs avg (183.5 vs 135.7) | water_area_m2: higher vs avg (4.754e+08 vs 3.514e+08) | age_65_plus_share: higher vs avg (24.96 vs 20.81) | MedianAge_B01002: higher vs avg (44.7 vs 39.81),Older Snowbelt Settlers,Cold-Climate Retirement Towns,Snowy Mature Markets,Snowy Mature Markets,Snowbelt metros with an older age profile and somewhat better obesity outcomes.,Winter; slower youth/career churn.
12700,0,Expensive housing / High-rent,water_area_sqmi: higher vs avg (309.3 vs 135.7) | water_area_m2: higher vs avg (8.01e+08 vs 3.514e+08) | NativeHawaiianPacificIslander_B02001: lower vs avg (632.9 vs 659) | TwoOrMoreRaces_B02001: higher vs avg (3.867e+04 vs 3.8e+04) | IndustryFinanceRealEstate_C24050: lower vs avg (1.071e+04 vs 1.115e+04),Affluent Retirement Growth Metros,High-Cost Lifestyle Hubs,Upscale Sun-Seeker Enclaves,Affluent Retirement Growth Metros,"Older-leaning metros with above-average home values and rents, often with a lifestyle/leisure tilt and solid recent growth.",High cost of living; less starter-city friendly.,15,Expensive housing / High-rent,water_area_sqmi: higher vs avg (191.4 vs 135.7) | water_area_m2: higher vs avg (4.957e+08 vs 3.514e+08) | MedianHomeValue_B25077: higher vs avg (4.748e+05 vs 2.394e+05) | population_growth: higher vs avg (0.09264 vs 0.01364) | age_65_plus_share: higher vs avg (27.14 vs 20.81),Upscale Healthy Growth Metros,High-Cost Growth & Wellness,Booming Affluent Enclaves,Upscale Healthy Growth Metros,"High-cost, fast-growing metros with comparatively better health signals.",Expensive; can feel exclusive.
12740,2,More walkable / High-rent,AsianAlone_B02001: higher vs avg (9.435e+04 vs 2.059e+04) | SomeOtherRace_B02001: higher vs avg (8.914e+04 vs 2.397e+04) | Construction_C24010: higher vs avg (1.971e+04 vs 4565) | NativeHawaiianPacificIslander_B02001: higher vs avg (2590 vs 659) | IndustryInformation_C24050: higher vs avg (1.283e+04 vs 3138),Pricey Walkable City Centers,Urban Amenity Hotspots,High-Rent Walkable Hubs,Pricey Walkable City Centers,"Dense, high-amenity, walkable metros with elevated rents and home values (often in snowier regions).",Higher costs; less space per dollar.,0,Snowier / Denser,annual_snowfall: higher vs avg (29.26 vs 9.316) | AsianAlone_B02001: lower vs avg (2.025e+04 vs 2.059e+04) | ProductionTransportation_C24010: higher vs avg (7011 vs 3106) | Construction_C24010: higher vs avg (7697 vs 4565) | ServiceOccupations_C24010: higher vs avg (8430 vs 4576),Snowy High-Earner Cities,Cold-Weather Power Metros,Snowbelt Prosperity Hubs,Snowbelt Prosperity Hubs,"Dense, very snowy metros with strong incomes and a work-heavy mix.",Winter intensity; higher day-to-day friction (weather/commute).
12780,3,Lower poverty / Lower-income,stroke_share: higher vs avg (4.639 vs 3.862) | poverty_rate: higher vs avg (19.46 vs 14.67) | diabetes_share: higher vs avg (15.61 vs 12.94) | AmericanIndianAlaskaNative_B02001: lower vs avg (1491 vs 2641) | physical_inactivity_share: higher vs avg (32.46 vs 27.47),Struggling Health-Burdened Metros,Hardship & Health Challenge Cities,Underserved Recovery Regions,Hardship & Health Challenge Metros,Metros that stand out for higher poverty and multiple adverse health indicators—places where affordability may exist but outcomes lag.,"Lower cost potential, but weaker public-health profile and often fewer high-opportunity signals.",18,Fast job growth / Car-dependent,job_growth: higher vs avg (0.05782 vs 0.02067) | population_growth: higher vs avg (0.04108 vs 0.01364) | stroke_share: higher vs avg (4.288 vs 3.862) | age_65_plus_share: higher vs avg (23.14 vs 20.81) | median_home_value_growth: higher vs avg (0.3751 vs 0.3121),Growing Older-Skew Metros,Booming but Aging Cities,Expansion-Phase Heartland,Booming but Aging Cities,Growing metros that still skew older and show some health-burden signals.,Growth upside; health profile not as strong.
12860,1,Less diverse / Cooler,annual_snowfall: higher vs avg (19.93 vs 9.316) | water_area_sqmi: lower vs avg (98.3 vs 135.7) | water_area_m2: lower vs avg (2.546e+08 vs 3.514e+08) | industry_manufacturing_share: higher vs avg (17.22 vs 12.75) | temp_seasonality: higher vs avg (49.23 vs 41.41),Snowbelt Factory Towns,Cold-Weather Manufacturing Metros,Seasonal Rust-Belt Hubs,Snowbelt Manufacturing Hubs,"Cold, highly seasonal metros with heavier manufacturing presence—classic snowbelt profiles.",Tough winters; amenities can be more limited than warmer/coastal metros.,20,Less diverse / Higher unemployment,annual_snowfall: higher vs avg (10.73 vs 9.316) | temp_seasonality: higher vs avg (48.76 vs 41.41) | jan_avg_temp: lower vs avg (24.54 vs 34.76) | industry_ag_forestry_mining_share: higher vs avg (3.877 vs 3.419) | cluster: lower vs avg (1 vs 2.039),Cold-Season Worktowns,Seasonal Recreation & Work Metros,Snow-Season Blue-Collar Mix,Cold-Season Worktowns,Seasonal metros with colder winters and a work-oriented mix.,Winter + lifestyle-health risk signals.
