cbsa_code,cbsa_name,cbsa_type,centroid_lat,centroid_lon,station_id,station_name,station_distance_km,avg_annual_temp,jan_avg_temp,jul_avg_temp,annual_precipitation,annual_snowfall,n_months_available,has_complete_year,temp_seasonality,snow_binary
20020,"Dothan, AL Metro Area",1,31.245528,-85.46919,USW00013839,"DOTHAN RGNL AP, AL US",8.637498583,68.29726027,51,83,53.11,,12,TRUE,32,0
20100,"Dover, DE Metro Area",1,39.097088,-75.502982,USC00072730,"DOVER, DE US",5.521231276,57.70876712,36.3,78.9,49.28,,12,TRUE,42.6,0
20180,"DuBois, PA Micro Area",2,41.006862,-78.477724,USW00054792,"CLEARFIELD LAWRENCE AP, PA US",7.092094865,49.27068493,26,71.1,40.78,,12,TRUE,45.1,0
20260,"Duluth, MN-WI Metro Area",1,47.329703,-92.37627,USC00212645,"EVELETH WWTP, MN US",18.39203729,39.17917808,8.3,67.5,29.32,,12,TRUE,59.2,0
20340,"Duncan, OK Micro Area",2,34.481361,-97.855607,USC00344001,"HEALDTON 3 E, OK US",48.55466776,61.55506849,39.5,82.3,37.24,,12,TRUE,42.8,0
20460,"Durant, OK Micro Area",2,33.964004,-96.265135,USC00342680,"DURANT 6SSE MESONET, OK US",6.998232129,63.71780822,42.9,83,45.42,,12,TRUE,40.1,0
20500,"Durham-Chapel Hill, NC Metro Area",1,35.995536,-79.09699,USW00003758,"DURHAM 11 W, NC US",2.794764936,59.69863014,40.3,77.9,47.17,,12,TRUE,37.6,0
20660,"Easton, MD Micro Area",2,38.748349,-76.178476,USC00187806,"ROYAL OAK 2 SSW, MD US",3.827211973,58.71780822,37.3,79.9,49.16,15,12,TRUE,42.6,1
20700,"East Stroudsburg, PA Micro Area",2,41.05624,-75.329065,USW00054789,"MT POCONO MOUNTAINS AP, PA US",10.11295422,46.47753425,23.5,68.7,50.37,,12,TRUE,45.2,0
20740,"Eau Claire, WI Metro Area",1,44.938672,-91.284322,USC00474027,"JIM FALLS 3NW, WI US",16.44809104,44.56,15.4,70.5,32.91,,12,TRUE,55.1,0
20780,"Edwards, CO Micro Area",2,39.626992,-106.695169,USC00058575,"VAIL, CO US",29.25751311,38.24136986,16.9,59.6,22.96,,12,TRUE,42.7,0
20900,"El Campo, TX Micro Area",2,29.27848,-96.229674,USC00412786,"EL CAMPO, TX US",9.386274325,70.63835616,53.1,84.4,43.99,,12,TRUE,31.3,0
21020,"Elizabeth City, NC Micro Area",2,36.265199,-76.260691,USC00312719,"ELIZABETH CITY, NC US",7.028607772,62.36082192,43,80.4,53.18,,12,TRUE,37.4,0
21060,"Elizabethtown, KY Metro Area",1,37.651209,-85.887598,USC00155444,"MILLERSTOWN 4E, KY US",26.45516881,55.23835616,32.8,75.6,54.81,,12,TRUE,42.8,0
21120,"Elk City, OK Micro Area",2,35.270601,-99.690057,USC00342849,"ELK CITY 4 W, OK US",21.47782488,60.73342466,39.1,82.5,26.88,,12,TRUE,43.4,0
21140,"Elkhart-Goshen, IN Metro Area",1,41.600693,-85.863986,USC00123418,"GOSHEN 3SW, IN US",5.043694164,50.70767123,25.1,73.4,41.62,51.2,12,TRUE,48.3,1
21300,"Elmira, NY Metro Area",1,42.148697,-76.752471,USC00302610,"ELMIRA, NY US",8.769973463,48.62,25.1,71.7,39.17,,12,TRUE,46.6,0
21340,"El Paso, TX Metro Area",1,31.527394,-105.521333,USC00413266,"FT HANCOCK 8SSE, TX US",43.44569838,64.13424658,43.1,82.8,8.5,,12,TRUE,39.7,0
21460,"Enterprise, AL Micro Area",2,31.402258,-85.989602,USW00053843,"ANDALUSIA OPP AP, AL US",39.76907703,69.43123288,52.2,84.3,57.15,,12,TRUE,32.1,0
21500,"Erie, PA Metro Area",1,42.117952,-80.096386,USW00014860,"ERIE INTL AP, PA US",8.263667501,51.38821918,29,73.3,44.97,101.6,12,TRUE,44.3,1
21580,"Española, NM Micro Area",2,36.509669,-106.693983,USC00292837,"EL VADO DAM, NM US",9.78763145,45.15808219,23.2,67.6,14.47,,12,TRUE,44.4,0
21780,"Evansville, IN Metro Area",1,38.049142,-87.584519,USW00093817,"EVANSVILLE REGIONAL AP, IN US",5.624114204,57.69780822,33.9,78.8,51.32,9.2,12,TRUE,44.9,1
21900,"Fairmont, WV Micro Area",2,39.505839,-80.243402,USC00462920,"FAIRMONT, WV US",10.67789303,54.08684932,32.2,73.6,48.61,,12,TRUE,41.4,0
21980,"Fallon, NV Micro Area",2,39.53771,-118.264166,USW00093102,"FALLON NAAS, NV US",41.10521483,54.2169863,34.4,78,6.75,,12,TRUE,43.6,0
22020,"Fargo, ND-MN Metro Area",1,46.914859,-96.960183,USW00014914,"FARGO HECTOR INTL AP, ND US",11.38195396,42.65342466,10.7,71.9,23.49,48.6,12,TRUE,61.2,1
22060,"Faribault-Northfield, MN Micro Area",2,44.350775,-93.298513,USC00216287,"OWATONNA, MN US",28.66173511,45.1739726,14.3,72.7,36.79,50.1,12,TRUE,58.4,1
22100,"Farmington, MO Micro Area",2,37.810707,-90.473868,USC00232809,"FARMINGTON, MO US",6.013148629,56.48931507,33.1,77.9,47.11,,12,TRUE,44.8,0
22180,"Fayetteville, NC Metro Area",1,35.037956,-78.982209,USW00093740,"FAYETTEVILLE RGNL AP, NC US",10.62695575,63.73013699,44.2,82,45.98,,12,TRUE,37.8,0
22190,"Fayetteville, TN Micro Area",2,35.142784,-86.593403,USC00403074,"FAYETTEVILLE WTP, TN US",4.77951147,60.47205479,40,78.4,60.24,,12,TRUE,38.4,0
22300,"Findlay, OH Micro Area",2,41.000217,-83.665947,USW00014825,"FINDLAY AP, OH US",1.504682818,52.85561644,28,75.4,34.34,,12,TRUE,47.4,0
22420,"Flint, MI Metro Area",1,43.021077,-83.706372,USC00202851,"FLINT 7W, MI US",5.450194372,47.91342466,23.7,71.6,35.09,,12,TRUE,47.9,0
22520,"Florence-Muscle Shoals, AL Metro Area",1,34.799254,-87.719388,USW00063894,"MUSCLE SHOALS 2 N, AL US",7.823987378,61.2230137,40.9,79.2,56.29,,12,TRUE,38.3,0
22620,"Forrest City, AR Micro Area",2,35.022838,-90.751506,USC00038052,"WYNNE, AR US",26.10309965,62.52630137,40.6,81.9,54.48,,12,TRUE,41.3,0
22800,"Fort Madison, IA Micro Area",2,40.647588,-91.477157,USC00132299,"DONNELLSON, IA US",7.321053434,52.04739726,24.5,76.5,40.54,26.5,12,TRUE,52,1
22840,"Fort Payne, AL Micro Area",2,34.460915,-85.804021,USW00063862,"VALLEY HEAD 1 SSW, AL US",20.68159392,59.23616438,39.6,76.5,56.53,,12,TRUE,36.9,0
23060,"Fort Wayne, IN Metro Area",1,41.006999,-85.216424,USW00014827,"FT WAYNE INTL AP, IN US",4.133914006,51.38958904,26.2,74.3,40.71,33.8,12,TRUE,48.1,1
23140,"Frankfort, IN Micro Area",2,40.305944,-86.477567,USC00123082,"FRANKFORT DISPOSAL, IN US",2.602005102,52.14410959,26.8,73.8,46.43,28.5,12,TRUE,47,1
23180,"Frankfort, KY Micro Area",2,38.121449,-84.933167,USW00053841,"FRANKFORT CAPITAL CITY AP, KY US",7.502409977,56.99342466,34.2,77.3,51.08,,12,TRUE,43.1,0
23190,"Franklin, KY Micro Area",2,36.740937,-86.581793,USC00407359,"PORTLAND SEWAGE PLT, TN US",17.74537654,58.70520548,35.8,78.9,55.51,,12,TRUE,43.1,0
23240,"Fredericksburg, TX Micro Area",2,30.325093,-98.94185,USC00413329,"FREDERICKSBURG, TX US",10.06130592,65.90246575,46.6,82.5,29.16,,12,TRUE,35.9,0
23300,"Freeport, IL Micro Area",2,42.349726,-89.665994,USC00113262,"FREEPORT WASTE WTP, IL US",7.757134543,47.95232877,20.1,72.7,41.16,39.5,12,TRUE,52.6,1
23340,"Fremont, NE Micro Area",2,41.577008,-96.645852,USC00253050,"FREMONT, NE US",22.11989586,50.75561644,23,76.6,32.7,,12,TRUE,53.6,0
23380,"Fremont, OH Micro Area",2,41.355319,-83.142776,USC00332974,"FREMONT, OH US",3.089238631,51.22356164,26.5,74.4,40.62,,12,TRUE,47.9,0
23420,"Fresno, CA Metro Area",1,36.879404,-119.668488,USW00093193,"FRESNO YOSEMITE INTL AP, CA US",11.94599529,65.8460274,48.8,84.7,9.99,0,12,TRUE,35.9,0
23500,"Gaffney, SC Micro Area",2,35.049796,-81.607647,USC00386293,"NINETY NINE IS, SC US",10.64756509,58.54849315,38.8,77.1,45.28,,12,TRUE,38.3,0
23540,"Gainesville, FL Metro Area",1,29.453355,-82.666257,USC00089120,"USHER TWR, FL US",15.615783,70.16575342,55.7,81.5,55.33,,12,TRUE,25.8,0
23580,"Gainesville, GA Metro Area",1,34.317569,-83.8185,USC00093621,"GAINESVILLE, GA US",4.25315322,60.28054795,40.9,77.9,54.93,,12,TRUE,37,0
23620,"Gainesville, TX Micro Area",2,33.639196,-97.210343,USC00413420,"GAINESVILLE 5 ENE, TX US",14.01248985,63.52246575,42.1,83.5,45.01,,12,TRUE,41.4,0
23820,"Gardnerville Ranchos, NV-CA Micro Area",2,38.73469,-119.714259,USC00268186,"TOPAZ LAKE, NV US",17.02191681,52.75205479,35.1,74.7,8.93,,12,TRUE,39.6,0
23900,"Gettysburg, PA Metro Area",1,39.869471,-77.21773,USC00360656,"BIGLERVILLE, PA US",7.90907529,53.41205479,30.3,76.1,45.53,28,12,TRUE,45.8,1
23980,"Glasgow, KY Micro Area",2,36.967571,-85.815497,USC00154449,"KNOB LICK 4S, KY US",12.15346789,57.39780822,34.6,76.9,55.44,,12,TRUE,42.3,0
24020,"Glens Falls, NY Metro Area",1,43.44045,-73.636757,USW00014750,"GLENS FALLS AP, NY US",10.18731766,46.5109589,21.3,70.6,38.98,,12,TRUE,49.3,0
24100,"Gloversville, NY Micro Area",2,43.115609,-74.423678,USC00303322,"GLOVERSVILLE 7NW (PECK LAKE), NY US",0.068013131,42.08739726,16.7,66.8,53.04,,12,TRUE,50.1,0
24180,"Granbury, TX Micro Area",2,32.430149,-97.831677,USC00413675,"GRANBURY 5N, TX US",10.44197684,65.38575342,44.1,85.3,36.39,,12,TRUE,41.2,0
24330,"Grand Rapids, MN Micro Area",2,47.490817,-93.611102,USC00216612,"POKEGAMA DAM, MN US",26.7550411,39.82986301,8.5,68.2,29.32,,12,TRUE,59.7,0
24340,"Grand Rapids-Wyoming-Kentwood, MI Metro Area",1,42.979841,-85.715614,USC00202375,"E GRAND RAPIDS, MI US",9.56282737,48.43232877,24.4,71.8,42.73,74.9,12,TRUE,47.4,1
24420,"Grants Pass, OR Metro Area",1,42.386983,-123.57162,USC00353445,"GRANTS PASS, OR US",20.91026507,55.72164384,40.7,74.4,30.8,,12,TRUE,33.7,0
24540,"Greeley, CO Metro Area",1,40.555961,-104.383666,USC00050945,"BRIGGSDALE, CO US",9.883864652,48.20712329,26.1,74,14.84,,12,TRUE,47.9,0
24580,"Green Bay, WI Metro Area",1,44.474024,-87.99613,USW00014898,"GREEN BAY, WI US",9.511508401,46.30465753,19.3,71.7,34.26,61.2,12,TRUE,52.4,1
24600,"Greencastle, IN Micro Area",2,39.665548,-86.853373,USC00127522,"ROCKVILLE, IN US",33.61183614,53.8,28.2,75.6,48.68,14,12,TRUE,47.4,1
24620,"Greeneville, TN Micro Area",2,36.179487,-82.847523,USC00403679,"GREENEVILLE EXP STN, TN US",8.223419481,57.13835616,36.1,76.2,46.84,7.1,12,TRUE,40.1,1
24640,"Greenfield, MA Micro Area",2,42.584504,-72.591792,USC00193229,"GREENFIELD #3, MA US",1.477376202,48.67506849,24.8,71.9,50.39,,12,TRUE,47.1,0
24660,"Greensboro-High Point, NC Metro Area",1,36.025204,-79.792633,USC00313625,"GREENSBORO WTP, NC US",6.52554255,60.44246575,40.3,79.4,46.21,,12,TRUE,39.1,0
24700,"Greensburg, IN Micro Area",2,39.30598,-85.499831,USC00123547,"GREENSBURG, IN US",4.706504598,53.94684932,29.3,75.2,48.68,,12,TRUE,45.9,0
24780,"Greenville, NC Metro Area",1,35.59249,-77.372739,USC00313638,"GREENVILLE, NC US",5.766068604,62.74849315,43.3,80.9,55.65,,12,TRUE,37.6,0
24820,"Greenville, OH Micro Area",2,40.131467,-84.621191,USC00333375,"GREENVILLE WTP, OH US",3.992051414,52.24356164,27.7,74.2,41.82,,12,TRUE,46.5,0
24860,"Greenville-Anderson-Greer, SC Metro Area",1,34.683709,-82.413423,USC00383145,"FOUNTAIN INN 2 SW, SC US",17.10356083,60.9939726,41.6,79.1,50.22,,12,TRUE,37.5,0
24940,"Greenwood, SC Micro Area",2,34.190755,-82.296677,USW00053874,"GREENWOOD CO AP, SC US",14.18281352,61.89260274,42.9,79.7,40.25,,12,TRUE,36.8,0
25020,"Guayama, PR Metro Area",1,17.979155,-66.069473,RQC00664193,"GUAYAMA 2E, PR RQ",1.909004515,81.62109589,79,83.8,67.3,,12,TRUE,4.8,0
25180,"Hagerstown-Martinsburg, MD-WV Metro Area",1,39.554433,-77.984594,USC00465706,"MARTINSBURG 2, WV US",9.974390068,54.43041096,32.4,76.3,43.32,,12,TRUE,43.9,0
25220,"Hammond, LA Metro Area",1,30.621348,-90.40649,USC00161899,"CLINTON 5 SE, LA US",58.42011439,67.23671233,50.5,81.4,65.54,,12,TRUE,30.9,0
25260,"Hanford-Corcoran, CA Metro Area",1,36.072478,-119.81553,USC00044534,"KETTLEMAN CITY, CA US",14.90746095,64.74136986,46.9,83.9,8.19,,12,TRUE,37,0
25300,"Hannibal, MO Micro Area",2,39.664115,-91.579179,USC00235708,"MONROE CITY, MO US",12.75669613,53.26054795,27.3,76.5,42.81,,12,TRUE,49.2,0
25420,"Harrisburg-Carlisle, PA Metro Area",1,40.335915,-77.05049,USC00363698,"HARRISBURG 1 NE, PA US",16.40163292,52.49808219,29.4,75.7,46.99,22.6,12,TRUE,46.3,1
25500,"Harrisonburg, VA Metro Area",1,38.507585,-78.885321,USC00442208,"DALE ENTERPRISE, VA US",7.314850479,54.0709589,32.8,74.7,39.89,16.4,12,TRUE,41.9,1
25540,"Hartford-West Hartford-East Hartford, CT Metro Area",1,41.688038,-72.545112,USW00014752,"HARTFORD BRAINARD FLD, CT US",10.2582982,52.81315068,29.8,76.3,43.88,,12,TRUE,46.5,0
25620,"Hattiesburg, MS Metro Area",1,31.188441,-89.232741,USW00013833,"HATTIESBURG CHAIN MUNI AP, MS US",10.57091513,67.05534247,49.1,82.1,59.1,,12,TRUE,33,0
25720,"Heber, UT Micro Area",2,40.699219,-111.020425,USC00424467,"KAMAS, UT US",22.91816626,45.09808219,24.2,68.6,19.3,,12,TRUE,44.4,0
25775,"Henderson, KY Micro Area",2,37.677139,-87.626242,USC00153762,"HENDERSON 8 SSW, KY US",8.910913084,57.43342466,33.4,78.6,51.84,,12,TRUE,45.2,0
25770,"Hemlock Farms, PA Micro Area",2,41.325949,-75.031514,USC00306774,"PORT JERVIS, NY US",29.31006009,49.34438356,25.3,72.8,47.43,,12,TRUE,47.5,0
25780,"Henderson, NC Micro Area",2,36.365481,-78.405434,USC00313969,"HENDERSON 2 NNW, NC US",1.932510433,58.72328767,38.2,78.5,51.43,,12,TRUE,40.3,0
25850,"Hermitage, PA Micro Area",2,41.300014,-80.252786,USC00364325,"JAMESTOWN 2 NW, PA US",28.51467008,48.77835616,25.4,70.3,46.53,,12,TRUE,44.9,0
25860,"Hickory-Lenoir-Morganton, NC Metro Area",1,35.814295,-81.456584,USW00003810,"HICKORY FAA AP, NC US",10.44622213,59.62958904,39.6,78,48.11,,12,TRUE,38.4,0
25980,"Hinesville, GA Metro Area",1,31.778788,-81.57648,USC00093538,"FT STEWART, GA US",11.01530535,68.45616438,52.1,82.7,50.06,,12,TRUE,30.6,0
26090,"Holland, MI Micro Area",2,42.421251,-86.261403,USC00200864,"BLOOMINGDALE, MI US",24.89161828,48.93150685,24.9,71.8,43.33,,12,TRUE,46.9,0
26300,"Hot Springs, AR Metro Area",1,34.578852,-93.146932,USC00030764,"BLAKELY MTN DAM, AR US",4.490334634,60.12712329,39.7,78.9,61.7,2.1,12,TRUE,39.2,1
26420,"Houston-Pasadena-The Woodlands, TX Metro Area",1,29.801005,-95.34262,USW00012918,"HOUSTON HOBBY AP, TX US",19.03963988,71.60739726,54.8,85,55.26,,12,TRUE,30.2,0
26460,"Hudson, NY Micro Area",2,42.247696,-73.626718,USW00014763,"PITTSFIELD MUNI AP, MA US",34.17631593,46.94109589,23.3,69.9,44.83,,12,TRUE,46.6,0
26500,"Huntingdon, PA Micro Area",2,40.422311,-77.968595,USC00367313,"RAYSTOWN HQ, PA US",10.11601661,52.15753425,28.7,74.6,42.22,,12,TRUE,45.9,0
26540,"Huntington, IN Micro Area",2,40.826394,-85.478597,USC00124181,"HUNTINGTON, IN US",3.638453966,50.42328767,25.4,73,42.07,25.4,12,TRUE,47.6,1
26580,"Huntington-Ashland, WV-KY-OH Metro Area",1,38.357487,-82.579994,USW00003860,"HUNTINGTON TRI STATE AP, WV US",2.333857104,56.77890411,34.8,76.3,47.42,16.7,12,TRUE,41.5,1
26620,"Huntsville, AL Metro Area",1,34.783262,-86.734871,USW00003856,"HUNTSVILLE INTL AP, AL US",16.18836782,63.46575342,42.6,81.5,54.13,2.5,12,TRUE,38.9,1
26660,"Huntsville, TX Micro Area",2,30.743163,-95.569825,USW00053903,"HUNTSVILLE MUNI AP, TX US",1.557529624,69.18465753,51,84.7,42.16,,12,TRUE,33.7,0
26780,"Hutchinson, MN Micro Area",2,44.821657,-94.272323,USC00211065,"BROWNTON WWTP, MN US",11.21875018,43.92712329,13.1,71.7,33.57,52.5,12,TRUE,58.6,1
26820,"Idaho Falls, ID Metro Area",1,43.620423,-112.420919,USW00024145,"IDAHO FALLS FANNING FLD, ID US",30.7558539,44.72739726,20.2,69.2,9.75,,12,TRUE,49,0
26860,"Indiana, PA Micro Area",2,40.651432,-79.087545,USC00364214,"INDIANA 3 SE, PA US",6.575271202,50.00794521,26.8,71.1,49.05,,12,TRUE,44.3,0
26900,"Indianapolis-Carmel-Greenwood, IN Metro Area",1,39.790533,-86.12426,USC00121326,"CASTLETON 2 S, IN US",11.73335612,53.11232877,28.1,74.9,49.41,26.4,12,TRUE,46.8,1
26980,"Iowa City, IA Metro Area",1,41.517806,-91.64793,USW00014937,"IOWA CITY MUNI AP, IA US",15.47712901,51.26767123,23.2,76.2,37.7,,12,TRUE,53,0
27020,"Iron Mountain, MI-WI Micro Area",2,45.947705,-88.08097,USC00472826,"FLORENCE, WI US",13.80151734,40.79232877,13.6,66.9,31.25,69.9,12,TRUE,53.3,1
27060,"Ithaca, NY Metro Area",1,42.453006,-76.473483,USC00304174,"ITHACA CORNELL UNIV, NY US",2.036768691,46.7860274,23.4,69.6,38.61,57.3,12,TRUE,46.2,1
27140,"Jackson, MS Metro Area",1,32.426311,-90.136422,USW00013927,"JACKSON HAWKINS FLD, MS US",12.76575667,66.5109589,47.7,82.5,55.49,,12,TRUE,34.8,0
27260,"Jacksonville, FL Metro Area",1,30.234184,-81.756033,USW00093837,"JACKSONVILLE NAS, FL US",8.582797357,72.57232877,56.8,84.8,44.49,,12,TRUE,28,0
27300,"Jacksonville, IL Micro Area",2,39.69395,-90.285047,USC00114447,"JACKSONVILLE 2, IL US",5.286638974,53.1630137,26.9,76.3,43.14,,12,TRUE,49.4,0
27380,"Jacksonville, TX Micro Area",2,31.843881,-95.156343,USC00417841,"RUSK, TX US",4.063077911,65.41890411,46.5,81.4,48.17,,12,TRUE,34.9,0
27500,"Janesville-Beloit, WI Metro Area",1,42.66988,-89.075284,USC00470045,"AFTON - JANESVILLE WWTP, WI US",3.712845716,48.01150685,20.4,73,40.28,,12,TRUE,52.6,0
27600,"Jefferson, GA Micro Area",2,34.130905,-83.562557,USC00092180,"COMMERCE 4 NNW, GA US",16.10548222,61.26356164,42,78.8,51.97,,12,TRUE,36.8,0
27620,"Jefferson City, MO Metro Area",1,38.636885,-92.088876,USW00003963,"JEFFERSON CITY MEM AP, MO US",7.728456458,56.70164384,32.3,78.9,39.42,,12,TRUE,46.6,0
27700,"Jesup, GA Micro Area",2,31.547845,-81.912376,USC00093538,"FT STEWART, GA US",44.99644335,68.45616438,52.1,82.7,50.06,,12,TRUE,30.6,0
27740,"Johnson City, TN Metro Area",1,36.265822,-82.332693,USC00402806,"ELIZABETHTON, TN US",12.35704059,56.57205479,36,74.6,48.43,,12,TRUE,38.6,0
27780,"Johnstown, PA Metro Area",1,40.510209,-78.710488,USC00362470,"EBENSBURG SEWAGE PLT, PA US",4.987448675,46.98547945,24.1,68.2,50.09,75.7,12,TRUE,44.1,1
27860,"Jonesboro, AR Metro Area",1,35.696978,-90.650175,USW00003953,"JONESBORO MUNI AP, AR US",14.91759553,61.23808219,38.9,81.6,52.29,,12,TRUE,42.7,0
27900,"Joplin, MO-KS Metro Area",1,37.092135,-94.500651,USW00013987,"JOPLIN REGIONAL  AIRPORT, MO US",6.068913795,58.66082192,35.5,80.6,45.7,,12,TRUE,45.1,0
28020,"Kalamazoo-Portage, MI Metro Area",1,42.246266,-85.532854,USW00094815,"KALAMAZOO BATTLE CK INTL AP, MI US",2.027874575,50.01013699,25.5,73.2,34.28,,12,TRUE,47.7,0
28100,"Kankakee, IL Metro Area",1,41.13951,-87.861117,USC00114603,"KANKAKEE METRO WASTEWATER, IL US",2.11076759,51.47808219,24.9,74.9,44.92,,12,TRUE,50,0
28140,"Kansas City, MO-KS Metro Area",1,38.931857,-94.443841,USW00053879,"LEES SUMMIT MUNI AP, MO US",6.988030992,56.21452055,31.5,79.2,38.9,,12,TRUE,47.7,0
28300,"Keene, NH Micro Area",2,42.92546,-72.248183,USC00274399,"KEENE, NH US",6.406205844,46.01260274,21.3,70,48.5,59.9,12,TRUE,48.7,1
28340,"Kendallville, IN Micro Area",2,41.404679,-85.417271,USC00126400,"NORTHERN INDIANA WFO, IN US",24.10717666,50.43068493,24.9,73,41.61,47.3,12,TRUE,48.1,1
28420,"Kennewick-Richland, WA Metro Area",1,46.364155,-119.254927,USC00457015,"RICHLAND, WA US",5.845945284,53.7139726,34.5,75.5,6.92,,12,TRUE,41,0
28450,"Kenosha, WI Metro Area",1,42.587526,-87.879996,USW00004845,"KENOSHA RGNL AP, WI US",4.828558928,49.51972603,24.3,73.2,33.36,,12,TRUE,48.9,0
28500,"Kerrville, TX Micro Area",2,30.059953,-99.353339,USC00414782,"KERRVILLE 3 NNE, TX US",23.52608884,65.19808219,46.2,81.2,28.1,,12,TRUE,35,0
28580,"Key West-Key Largo, FL Micro Area",2,25.58612,-81.022603,USC00086406,"OASIS RS, FL US",30.50559611,76.35534247,65.9,84.2,57.34,,12,TRUE,18.3,0
28620,"Kill Devil Hills, NC Micro Area",2,35.606269,-75.767536,USC00311949,"COLUMBIA AG GUM NECK, NC US",34.48517357,61.35287671,42.8,78.9,56.42,,12,TRUE,36.1,0
28680,"Kingsland, GA Micro Area",2,30.913358,-81.642019,USC00099502,"WOODBINE, GA US",8.039357444,66.97123288,50.8,80.8,51.19,,12,TRUE,30,0
28700,"Kingsport-Bristol, TN-VA Metro Area",1,36.604161,-82.440145,USC00404858,"KINGSPORT, TN US",12.23526424,58.18,37.2,76.6,48.56,,12,TRUE,39.4,0
28740,"Kingston, NY Metro Area",1,41.947212,-74.265458,USC00305426,"MOHONK LAKE, NY US",21.91682554,50.87232877,27.2,73.9,53.81,51.4,12,TRUE,46.7,1
28780,"Kingsville, TX Micro Area",2,27.438735,-97.66062,USW00012928,"KINGSVILLE NAAS, TX US",16.8382474,74.15726027,58.3,86,28.14,,12,TRUE,27.7,0
28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY Metro Area",1,41.575274,-74.033873,USW00014757,"POUGHKEEPSIE DUTCHESS CO AP, NY US",13.69618788,51.05753425,28,74.3,41.65,,12,TRUE,46.3,0
28940,"Knoxville, TN Metro Area",1,36.044462,-84.136114,USW00053868,"OAK RIDGE ASOS, TN US",9.407121309,60.4109589,39.1,79.2,57.09,,12,TRUE,40.1,0
29020,"Kokomo, IN Metro Area",1,40.483537,-86.114118,USC00124662,"KOKOMO 3 WSW, IN US",5.924453022,50.77479452,24.9,73.1,46.28,37.9,12,TRUE,48.2,1
29060,"Laconia, NH Micro Area",2,43.519109,-71.425366,USC00274480,"LAKEPORT 2, NH US",4.593122263,47.53452055,22.3,72.3,47.83,68.5,12,TRUE,50,1
29100,"La Crosse-Onalaska, WI-MN Metro Area",1,43.698264,-91.11014,USC00474373,"LA CROSSE WFO, WI US",15.27829721,45.90438356,17,71.4,40.8,56.2,12,TRUE,54.4,1
29180,"Lafayette, LA Metro Area",1,30.012961,-92.136552,USW00053915,"NEW IBERIA ACADIANA RGNL AP, LA US",24.47619857,69.70684932,52.9,83,57.71,,12,TRUE,30.1,0
29200,"Lafayette-West Lafayette, IN Metro Area",1,40.482153,-87.017112,USC00129430,"W LAFAYETTE 6 NW, IN US",2.275946269,50.80575342,24.9,73.1,41.69,19.9,12,TRUE,48.2,1
29300,"LaGrange, GA-AL Micro Area",2,32.970298,-85.24416,USC00014502,"LAFAYETTE 2W, AL US",19.03241157,61.66657534,43,78.9,57.22,,12,TRUE,35.9,0
29340,"Lake Charles, LA Metro Area",1,30.038451,-93.190093,USW00003937,"LAKE CHARLES, LA US",9.936603901,70.23506849,53.2,84.1,61.47,,12,TRUE,30.9,0
29380,"Lake City, FL Micro Area",2,30.221651,-82.623371,USC00084731,"LAKE CITY 2 E, FL US",4.919025944,68.83123288,53.4,81.4,54.11,,12,TRUE,28,0
29460,"Lakeland-Winter Haven, FL Metro Area",1,27.953685,-81.693493,USC00085973,"MTN LAKE, FL US",9.429207114,74.39287671,62.6,82.9,53.68,,12,TRUE,20.3,0
29470,"Lake of the Woods, VA Micro Area",2,38.249326,-78.011092,USC00446712,"PIEDMONT RSCH STN, VA US",9.725878372,56.54465753,35,77,45.7,,12,TRUE,42,0
29620,"Lansing-East Lansing, MI Metro Area",1,42.713659,-84.605372,USW00014836,"LANSING CAPITAL CITY AP, MI US",7.719000137,49.02821918,24.5,72.7,36.28,46.8,12,TRUE,48.2,1
29720,"Lares, PR Micro Area",2,18.276925,-66.869587,RQC00660061,"ADJUNTAS SUBSTN, PR RQ",13.66352558,71.17506849,67.7,73.9,82.05,,12,TRUE,6.2,0
29740,"Las Cruces, NM Metro Area",1,32.349919,-106.834968,USC00298535,"STATE UNIV, NM US",10.33102241,63.76438356,43.5,82.7,9.13,1.2,12,TRUE,39.2,1
29780,"Las Vegas, NM Micro Area",2,35.644067,-104.863027,USW00023054,"LAS VEGAS MUNI AP, NM US",25.22337108,50.73041096,33,69.4,14.61,,12,TRUE,36.4,0
29820,"Las Vegas-Henderson-North Las Vegas, NV Metro Area",1,36.21413,-115.014398,USW00053123,"LAS VEGAS AIR TERMINAL, NV US",16.2767593,69.31232877,48.7,92.3,3.6,,12,TRUE,43.6,0
29860,"Laurel, MS Micro Area",2,31.825465,-89.148054,USC00224939,"LAUREL, MS US",16.82390181,65.96767123,47.3,82.1,62.52,,12,TRUE,34.8,0
29900,"Laurinburg, NC Micro Area",2,34.840023,-79.477337,USC00314860,"LAURINBURG, NC US",10.02661698,64.14876712,44.1,82.5,46.83,2.1,12,TRUE,38.4,1
29940,"Lawrence, KS Metro Area",1,38.896417,-95.290947,USC00141612,"CLINTON LAKE, KS US",6.491990822,54.62136986,28.8,78.2,38.73,,12,TRUE,49.4,0
29980,"Lawrenceburg, TN Micro Area",2,35.220476,-87.396546,USC00010260,"LEXINGTON, AL US",28.73991555,61.42,40.8,79.6,57.99,,12,TRUE,38.8,0
30020,"Lawton, OK Metro Area",1,34.529113,-98.430902,USW00003950,"LAWTON MUNI AP, OK US",3.479642983,63.10191781,40.6,84.8,26.59,,12,TRUE,44.2,0
